> Eurasia
113.313 18.28
112.628 18.121
112.098 18.038
111.569 17.955
111.04 17.87
110.458 17.821
108.889 17.795
108.79 17.896
106.404 20.211
105.414 21.242
104.665 22.017
103.992 22.517
103.19 23.046
103.181 22.486
103.206 21.73
102.677 20.747
101.898 19.487
101.411 18.462
100.257 17.494
96.508 16.563
96.53 15.326
96.406 15.136
96.454 14.909
96.48 14.4
96.503 14.129
95.055 13.01
95.005 12.453
95.019 12.024
94.807 11.188
94.415 10.679
94.024 10.17
94.216 9.717
94.415 9.27
93.986 9.019
94.171 8.686
94.429 8.312
94.775 7.847
94.46 7.603
94.883 7.139
94.498 6.837
94.851 6.219
95.045 5.747
95.209 5.547
95.454 5.302
95.702 5.128
95.938 4.96
96.07 4.841
96.393 4.531
96.594 4.37
96.753 4.353
96.814 4.253
97.001 4.101
97.266 3.946
97.514 3.797
97.745 3.581
97.89 3.399
98.019 3.151
98.225 2.896
98.445 2.64
98.732 2.278
98.987 1.971
99.261 1.518
99.394 1.348
99.529 1.163
99.725 0.949
99.999 0.658
100.115 0.383
100.127 0.199
100.233 -0.003
100.224 -0.129
100.445 -0.458
100.467 -0.588
100.576 -0.74
100.706 -1.013
100.896 -1.276
101.18 -1.683
101.267 -1.864
101.57 -2.232
101.5 -2.303
101.625 -2.445
101.815 -2.681
101.973 -2.819
102.215 -3.084
102.343 -3.327
102.456 -3.504
102.662 -3.759
102.843 -3.974
103.268 -4.374
103.419 -4.383
103.591 -4.535
103.84 -4.777
104.281 -5.196
104.561 -5.616
105.916 -6.108
107.383 -6.471
110.231 -7.053
112.017 -6.406
112.96 -5.8
114.388 -4.865
115.718 -3.141
116.149 -1.781
116.729 -0.545
117.619 0.752
117.951 0.962
119.629 1.816
119.872 1.836
120.678 1.936
121.351 1.955
122.114 1.933
122.807 1.893
122.957 1.966
123.288 2.071
123.871 2.29
124.437 2.501
124.623 2.651
125.084 3.122
125.434 3.487
126.612 1.95
126.929 2.936
126.978 3.921
126.893 4.785
126.649 5.686
125.687 5.664
125.542 5.387
125.287 5.285
125.098 5.443
124.537 5.726
> CENV
121.965 9.814
122.035 9.55
122.955 8.358
123.652 7.932
123.542 7.166
123.56 6.724
123.976 6.009
124.537 5.726
125.098 5.443
125.287 5.285
125.542 5.387
125.687 5.664
126.649 5.686
126.392 6.309
126.135 6.933
125.954 7.466
125.928 8.043
125.781 8.696
125.685 8.918
125.589 9.14
125.419 9.797
125.145 10.246
124.889 10.789
124.79 10.94
124.691 11.09
124.583 11.24
124.492 11.392
123.929 12.059
123.672 12.442
122.849 12.947
122.131 13.197
121.616 13.382
120.896 13.615
120.708 13.649
120.303 13.605
119.705 13.72
119.298 13.744
120.046 13.102
120.318 12.996
120.788 12.601
120.935 12.123
121.94 11.097
121.818 10.489
121.965 9.814
> GOOD
150.819 -9.418
150.671 -9.426
150.478 -9.324
150.406 -9.356
150.319 -9.326
150.235 -9.256
150.13 -9.272
150 -9.313
149.222 -9.667
149.416 -9.699
149.667 -9.792
149.793 -9.946
149.832 -10.031
149.975 -10.072
150.23 -10.102
150.427 -10.165
150.611 -10.167
150.704 -10.168
150.868 -10.165
150.95 -10.116
151.245 -10.231
151.281 -10.128
151.344 -9.882
151.358 -9.74
151.183 -9.642
151.117 -9.592
150.933 -9.5
150.819 -9.418
> TROB
147.25 -8
148 -9
148.5 -9.4
149.222 -9.667
150 -9.313
150.13 -9.272
150.235 -9.256
150.319 -9.326
150.406 -9.356
150.478 -9.324
150.671 -9.426
150.819 -9.418
150.933 -9.5
151.117 -9.592
151.183 -9.642
151.358 -9.74
151.998 -9.762
152 -10
152.828 -10.08
152.833 -10.417
154.25 -10.25
154.253 -9.917
155.5 -9.5
156.136 -9.269
156.451 -9.211
156.334 -8.265
156.324 -8.207
156.23 -8.103
155.909 -7.778
155.53 -7.53
155.376 -7.467
155.112 -7.358
154.768 -7.089
154.472 -6.748
154.142 -6.441
153.79 -6.159
153.423 -5.901
153.014 -5.718
152.573 -5.661
152.148 -5.805
151.753 -6.014
151.396 -6.285
151.013 -6.518
150.608 -6.71
150.188 -6.868
149.749 -6.954
149.311 -7.042
148.909 -7.236
148.501 -7.388
148.06 -7.324
147.643 -7.171
147.262 -6.949
147.178 -6.82
146.897 -7.279
147.25 -8
> ChinaSea
120.531 24.281
120.584 24.396
120.693 24.58
120.82 24.729
120.875 24.768
120.927 24.826
120.979 24.885
121.046 24.88
121.123 24.912
121.216 24.935
121.329 24.957
121.277 25.083
121.226 25.21
121.383 25.289
121.572 25.317
121.679 25.267
121.846 25.197
122.264 25.088
122.628 25.027
123.194 24.854
123.717 24.895
123.785 24.909
124.686 25.143
124.671 25.473
125.732 25.652
125.64 25.914
126.101 26.135
126.363 26.369
126.439 26.52
126.809 26.823
126.752 26.972
126.885 27.154
127.408 27.484
127.325 27.643
128.531 28.366
128.316 28.698
129.044 29.346
128.65 29.879
128.875 30.087
128.843 30.35
128.905 30.662
129.107 31.359
129.337 31.861
128.812 31.601
128.258 31.471
127.655 31.362
127.054 31.273
126.404 31.227
125.729 31.202
125.03 31.196
124.487 31.25
123.867 31.326
123.364 31.471
122.858 29.859
121.341 27.447
119.408 24.777
114.925 22.322
110.413 19.7
106.404 20.211
108.79 17.896
108.889 17.795
110.458 17.821
111.04 17.87
111.569 17.955
112.098 18.038
112.628 18.121
113.313 18.28
114 18.438
114.419 18.826
114.926 19.34
115.494 19.687
116.319 19.815
117.145 19.939
117.504 20.33
117.864 20.72
118.045 21.498
118.484 22.107
118.958 22.003
119.635 22.216
119.65 22.362
119.758 22.576
119.834 22.7
119.942 22.839
120.11 22.986
120.251 23.108
120.344 23.219
120.414 23.304
120.494 23.431
120.553 23.525
120.587 23.68
120.579 23.79
120.572 23.899
120.547 24.046
120.512 24.189
120.531 24.281
> Taipei2
121.589 25.215
121.57 25.2
121.535 25.181
121.491 25.153
121.456 25.122
121.432 25.086
121.406 25.031
121.405 24.984
121.472 25.012
121.674 25.085
121.846 25.197
121.679 25.267
121.624 25.244
121.589 25.215
> Tintina
-132.775 53.142
-129.409 52.038
-128.003 51.864
-126.458 51.966
-125.297 51.399
-124.236 50.918
-123.15 50.319
-121.462 50.683
-119.407 51.123
-123.251 55.51
-128.613 60.035
-133.52 62.208
-141.512 65.165
-145.122 65.655
-149.041 65.969
-150.952 63.111
-149.818 63.359
-148.827 63.482
-147.582 63.529
-146.204 63.467
-144.656 63.267
-144.19 63.144
-143.423 62.955
-141.909 62.497
-140.368 61.873
-139.131 61.283
-137.721 60.615
-136.623 59.915
-135.661 59.34
-135.317 58.863
-134.8 57.503
-134.452 55.964
-134.516 55.067
-132.775 53.142
> QueenCharlotte
-135.317 58.863
-135.661 59.34
-136.623 59.915
-137.721 60.615
-139.131 61.283
-140.368 61.873
-141.909 62.497
-143.423 62.955
-144.19 63.144
-143.83 62.846
-142.879 62.274
-141.725 61.73
-140.759 61.131
-140.228 60.802
-139.895 60.487
-139.034 59.886
-138.796 59.73
-138.306 59.3
-137.696 58.782
-136.63 57.716
-134.649 55.283
-134.516 55.067
-134.452 55.964
-134.8 57.503
-135.317 58.863
> Myanmar_L
98.167 19.921
96.251 19.314
96.333 18.729
96.487 17.8
96.508 16.563
100.257 17.494
101.411 18.462
101.898 19.487
102.677 20.747
103.206 21.73
103.181 22.486
103.19 23.046
102.731 23.241
101.968 23.557
100.875 25.006
100.587 24.698
100.035 24.251
99.6 23.692
99.239 23.239
100.281 22.401
101.064 21.739
99.615 20.792
98.167 19.921
> NorthZagros
44.268 37.459
43.836 37.8
42.797 37.99
43.176 37.685
43.648 37.407
44.02 37.098
44.357 36.572
44.515 36.015
44.67 35.458
44.836 35.025
45 34.591
45.505 33.893
45.918 33.391
46.608 32.887
47.411 32.448
47.77 32.311
48.17 32.308
48.489 32.237
49.036 31.621
49.265 31.212
49.492 30.802
49.974 30.453
50.453 30.103
51.057 29.578
51.304 29.423
51.335 30.189
51.321 31.29
50.567 32.038
49.207 33.353
46.443 35.094
45.347 36.447
44.934 37.025
44.268 37.459
> SouthZagros
51.335 30.189
51.304 29.423
51.443 28.578
51.84 28.07
52.571 27.487
53.362 27.07
53.86 26.717
54.728 26.668
55.662 26.947
56.423 27.369
56.875 27.301
57.127 27.196
56.949 27.93
56.8 28.1
56.338 28.317
54.5 29.2
54.128 29.603
53.897 29.827
53.5 29.85
52.2 30.5
51.321 31.29
51.335 30.189
> Talesh
47.752 39.613
47.524 39.494
46.789 39.111
46.33 38.819
45.906 38.304
46.337 38.077
46.825 37.854
47.37 37.799
47.647 37.819
48.005 37.892
48.211 37.978
48.469 37.988
48.601 38.313
48.833 38.513
48.923 38.669
48.285 39.529
47.752 39.613
> PhipSea
121.737 23.054
121.714 23.021
121.659 22.948
121.599 22.738
121.593 22.655
121.591 22.585
121.579 22.542
121.443 22.368
121.395 22.276
121.373 22.223
121.361 22.155
121.366 22.062
121.351 21.973
121.316 21.902
121.297 21.838
121.294 21.757
121.287 21.707
121.275 21.666
121.271 21.583
121.268 21.531
121.225 19.435
122.401 18.681
123.577 17.928
123.827 18.518
124.147 19.235
124.51 20.006
125.643 23.371
124.966 23.159
124.263 23.023
123.55 22.96
122.922 23.187
122.451 23.289
121.937 23.498
121.912 23.425
121.891 23.388
121.867 23.332
121.846 23.272
121.813 23.201
121.806 23.171
121.789 23.116
121.768 23.087
121.737 23.054
> EJAV
105.916 -6.108
104.561 -5.616
105.089 -6.716
106.261 -9.324
106.651 -9.554
107.056 -9.756
107.478 -9.925
107.909 -10.07
108.353 -10.17
108.798 -10.271
109.247 -10.344
109.702 -10.384
110.155 -10.436
110.61 -10.478
111.067 -10.484
111.514 -10.572
111.967 -10.631
112.414 -10.721
112.857 -10.818
113.308 -10.892
113.674 -9.663
114.018 -8.654
114.376 -7.497
112.293 -7.345
110.231 -7.053
107.383 -6.471
105.916 -6.108
> SUMB
113.308 -10.892
113.759 -10.96
114.207 -11.049
114.659 -11.118
115.113 -11.159
115.566 -11.216
116.02 -11.263
116.475 -11.297
116.929 -11.33
117.387 -11.338
117.839 -11.353
118.293 -11.381
118.747 -11.36
119.2 -11.384
119.65 -11.437
120.1 -11.485
120.551 -11.52
121.003 -11.499
121.452 -11.455
121.896 -11.386
122.329 -11.264
122.76 -11.14
123.276 -11.021
123.66 -10.345
124.071 -8.87
125.367 -8.238
125.717 -7.463
123.96 -7.841
122.001 -8.142
120.699 -7.759
118.846 -7.853
116.335 -7.823
114.376 -7.497
114.018 -8.654
113.674 -9.663
113.308 -10.892
> Philippines_sliver_north
121.677 14.851
121.843 14.603
122.335 13.958
123.206 13.537
124.06 13.217
125.152 12.931
125.838 12.659
125.496 13.297
124.91 14.65
124.71 14.836
124.262 15.253
122.56 15.179
122.201 15.172
121.499 15.154
121.677 14.851
> PhilippineSea
122.201 15.172
122.56 15.179
124.262 15.253
124.71 14.836
124.91 14.65
125.496 13.297
125.838 12.659
126.18 12.021
126.424 10.608
126.897 9.22
127.15 8.163
127.22 7.8
127.168 7.584
127.007 6.851
127.539 5.546
127.836 5.224
128.151 4.763
128.387 4.335
128.684 3.7
128.998 3.114
129.217 2.671
129.246 1.928
129.197 1.059
129.989 0.684
130.546 0.475
131.102 0.266
131.738 0.15
132.373 0.034
132.515 0.017
132.651 0.812
132.72 1.165
132.734 1.728
132.766 2.257
132.817 2.539
132.85 2.908
132.795 3.312
132.74 3.698
132.79 4.12
132.911 4.454
133.032 4.788
133.189 5.016
133.24 5.349
133.308 5.734
133.429 5.962
133.674 6.156
133.989 6.333
134.269 6.61
134.521 6.99
135.415 6.895
136.183 6.989
136.759 7.368
137.144 7.62
137.529 7.871
137.982 8.534
138.309 9.196
138.359 9.379
138.574 9.953
138.71 10.649
138.813 11.121
139.483 10.901
140.1 10.946
140.772 10.858
141.608 11.058
142.122 11.285
142.56 11.21
143.006 11.326
143.082 11.792
143.106 12.03
143.143 12.265
143.239 12.478
143.403 12.695
143.51 12.822
143.662 13.058
143.771 13.268
143.871 13.541
143.903 13.623
143.942 13.811
143.976 14.087
144.082 14.639
144.216 14.656
144.334 14.884
144.53 14.917
144.453 15.526
144.799 15.653
144.792 16.123
144.841 16.478
144.798 16.979
144.671 17.42
144.97 17.535
144.773 17.829
144.706 18.02
144.663 18.166
144.626 18.359
144.601 18.756
144.543 19.073
144.527 19.123
144.252 19.725
144.137 19.753
144.083 19.858
143.97 20.111
143.842 20.418
143.575 20.397
143.493 20.532
143.392 20.728
143.281 20.962
143.321 21.061
143.28 21.32
143.218 21.659
143.15 21.928
142.997 22.139
142.774 22.377
142.56 22.662
142.257 23.009
142.886 23.701
143.56 24.173
143.321 24.57
143.151 24.996
143.085 25.446
143.098 25.899
143.227 26.338
143.273 26.79
143.321 27.242
143.33 27.694
143.233 28.14
143.12 28.582
142.979 29.019
142.818 29.451
142.644 29.879
142.468 30.306
142.391 30.755
142.336 31.206
142.29 31.658
142.269 32.111
142.251 32.565
142.208 33.017
142.154 33.469
142.093 33.92
142.069 34.132
141.912 34.157
141.82 34.175
141.735 34.205
141.527 34.253
141.319 34.282
141.204 34.289
140.985 34.268
140.701 34.324
140.305 34.46
140.127 34.579
140.058 34.654
139.986 34.718
139.867 34.702
139.762 34.694
139.644 34.734
139.562 34.772
139.496 34.823
139.397 34.903
139.322 35.019
139.25 35.145
139.223 35.198
139.194 35.241
139.225 35.028
139.169 34.519
138.98 33.992
138.718 33.705
137.803 33.438
137.72 33.372
137.652 33.35
137.45 33.253
137.24 33.174
137.078 33.045
136.902 33.001
136.793 32.941
136.508 32.83
136.422 32.805
136.29 32.796
136.103 32.729
135.859 32.669
135.487 32.616
135.285 32.609
135.157 32.594
135.007 32.527
134.943 32.385
134.823 32.289
134.568 32.202
134.238 32.039
133.802 31.789
133.337 31.526
133.217 31.251
132.812 30.975
132.677 30.662
132.641 30.391
132.321 30.317
131.904 30.165
131.403 29.65
131.249 29.339
130.945 28.723
130.659 28.1
130.37 27.48
129.965 26.915
129.506 26.386
129.042 25.863
128.508 25.402
127.958 24.957
127.423 24.498
126.869 24.064
126.297 23.657
125.643 23.371
124.51 20.006
124.147 19.235
123.827 18.518
123.577 17.928
123.016 16.675
122.716 15.989
122.34 15.392
122.201 15.172
> LB_iran
59.83 34.08
58.7 34.5
57.2 34
57.48 33
57.49 32.652
57.517 32.54
57.527 32.227
57.53 31.75
57.522 31.467
57.515 31.409
57.528 31.11
57.592 30.406
57.7 30
57.8 29.9
57.9 29
59.169 28.235
59.535 28.634
59.621 28.972
59.676 29.359
59.73 29.54
59.814 29.91
59.944 30.349
59.948 30.435
60.294 31.896
60.267 32.434
60.277 33.137
59.977 33.587
59.904 33.761
59.861 33.819
59.796 33.864
59.79 33.95
59.83 34.08
> Makassar
120.154 -1.774
119.811 -2.116
119.783 -3.356
119.839 -3.927
120.346 -5.042
120.77 -5.74
120.945 -6.662
120.699 -7.759
122.001 -8.142
123.96 -7.841
125.717 -7.463
126.982 -7.11
126.716 -6.497
126.147 -6.12
125.798 -5.981
124.723 -5.398
123.509 -4.078
123.218 -2.908
122.094 -2.767
121.209 -2.475
120.447 -2.204
120.154 -1.774
> WMAK
110.231 -7.053
112.293 -7.345
114.376 -7.497
116.335 -7.823
118.846 -7.853
120.699 -7.759
120.945 -6.662
120.77 -5.74
120.346 -5.042
119.839 -3.927
119.783 -3.356
119.811 -2.116
120.154 -1.774
120.024 -1.226
119.782 -0.495
119.596 0.243
119.447 0.982
119.465 1.102
119.504 1.358
119.581 1.611
119.629 1.816
117.951 0.962
117.619 0.752
116.729 -0.545
116.149 -1.781
115.718 -3.141
114.388 -4.865
112.96 -5.8
112.017 -6.406
110.231 -7.053
> SCOA
151.281 -10.128
151.245 -10.231
150.95 -10.116
150.868 -10.165
150.704 -10.168
150.611 -10.167
150.427 -10.165
150.23 -10.102
149.975 -10.072
149.832 -10.031
149.793 -9.946
149.667 -9.792
149.416 -9.699
149.222 -9.667
148.5 -9.4
148 -9
147.25 -8
146.897 -7.279
147.178 -6.82
146.863 -6.62
146.647 -6.542
146.407 -6.422
146.237 -6.257
145.707 -6.987
145.836 -7.761
145.9 -8
145.903 -8.718
147.71 -10.157
148 -10.3
149.993 -10.965
152 -11
152.833 -10.417
152.828 -10.08
152 -10
151.998 -9.762
151.358 -9.74
151.344 -9.882
151.281 -10.128
> YFTB
-122.295 47.919
-122.833 48.078
-122.659 47.65
-122.259 47.294
-121.82 46.876
-122.289 46.703
-122.237 46.28
-121.955 45.722
-121.748 45.248
-121.5 45.568
-120.573 45.745
-120.319 45.724
-118.999 46.085
-119.048 46.399
-119.165 46.944
-119.566 46.943
-119.945 46.988
-120.599 47.201
-121.485 47.594
-122.295 47.919
> Gobi_TienShan
83.067 44.943
78.412 47.425
71.381 45.985
75.178 43.34
75.734 42.772
76.486 43.09
78.412 43.501
80.325 43.865
81.886 43.677
86.794 42.971
87.9 43.111
89.007 43.251
89.421 43.231
90.089 43.19
90.605 43.311
91.024 43.371
91.599 43.482
92.197 43.468
92.727 43.318
93.289 43.247
94.201 43.082
94.753 43.042
95.338 43.062
94.947 43.135
94.427 43.337
93.87 43.488
93.364 43.722
92.714 43.887
92.198 43.905
91.641 43.775
91.01 43.645
90.536 43.655
90.043 43.695
89.522 43.709
89.099 43.958
88.584 44.058
88.027 44.137
83.067 44.943
> Junggar_new_new
91.569 46.258
91.069 46.449
90.498 46.608
89.555 46.998
88.977 47.117
88.492 47.194
88.247 47.236
88.031 47.273
86.302 46.523
83.264 45.068
83.067 44.943
88.027 44.137
88.584 44.058
89.099 43.958
89.522 43.709
90.043 43.695
90.536 43.655
91.01 43.645
91.641 43.775
92.198 43.905
92.714 43.887
93.364 43.722
93.87 43.488
94.427 43.337
94.947 43.135
95.338 43.062
95.752 43.237
95.952 43.313
96.533 43.404
97.619 43.444
98.489 43.484
99.534 43.534
99.921 43.652
101.14 43.753
95.187 45.747
93.873 45.631
93.352 45.832
92.8 46.067
92.36 46.126
92.059 46.205
91.569 46.258
> East_china_sea
117.236 31.235
120.008 30.552
122.858 29.859
123.364 31.471
124.072 32.173
124.791 32.87
125.521 33.563
126.263 34.252
126.196 34.936
126.128 35.621
126.115 36.169
126.101 36.718
125.914 37.541
125.723 38.365
125.551 38.824
125.376 39.283
125.199 39.742
125.019 40.2
124.485 42.702
120.478 39.025
119.448 37.038
118.453 35.131
117.974 32.669
117.236 31.235
> SouthChinaBlock
113.537 32.804
110.108 34.134
108.325 34.247
106.433 34.764
105.829 34.479
103.986 33.584
104.752 33.52
105.395 33.471
106.379 33.342
106.638 33.255
106.396 33.067
105.888 32.714
105.416 32.336
104.322 31.58
103.139 30.314
102.228 29.667
102.274 29.355
102.819 28.583
102.948 26.853
103.186 26.162
103.129 25.228
102.97 24.991
102.922 24.604
102.72 24.276
102.731 23.241
103.19 23.046
103.992 22.517
104.665 22.017
105.414 21.242
106.404 20.211
110.413 19.7
114.925 22.322
119.408 24.777
121.341 27.447
122.858 29.859
120.008 30.552
117.236 31.235
113.537 32.804
> Huaihe
110.796 34.833
110.108 34.134
113.537 32.804
117.236 31.235
117.974 32.669
118.453 35.131
115.73 35.492
113.697 35.448
110.796 34.833
> Manado
125.084 3.122
124.623 2.651
124.437 2.501
123.871 2.29
123.288 2.071
122.957 1.966
122.807 1.893
122.114 1.933
121.351 1.955
121.872 1.547
122.446 1.126
122.861 0.696
123.477 -0.001
123.734 -0.087
124.07 -0.213
124.414 -0.377
124.759 -0.478
124.926 -0.322
125.382 -0.155
125.723 0.076
126.076 0.648
126.417 1.548
126.612 1.95
125.434 3.487
125.084 3.122
> MolucaSea
126.076 0.648
125.723 0.076
125.969 -0.278
126.393 -0.648
126.957 -0.926
128.381 -1.413
129.591 -1.686
130.898 -0.839
132.373 0.034
131.738 0.15
131.102 0.266
130.546 0.475
129.989 0.684
129.197 1.059
129.246 1.928
129.217 2.671
128.998 3.114
128.684 3.7
128.387 4.335
128.151 4.763
127.836 5.224
127.539 5.546
127.007 6.851
127.168 7.584
127.22 7.8
127.15 8.163
126.706 8.416
126.399 8.5
125.989 8.702
125.685 8.918
125.781 8.696
125.928 8.043
125.954 7.466
126.135 6.933
126.392 6.309
126.649 5.686
126.893 4.785
126.978 3.921
126.929 2.936
126.612 1.95
126.417 1.548
126.076 0.648
> ELBC_karak
45.376 40.422
45.718 40.037
46.177 39.497
46.33 38.819
46.789 39.111
46.509 39.712
46.066 40.248
45.69 40.368
45.224 40.536
45.376 40.422
> Maturin
-65.181 10.306
-65.004 10.242
-64.84 10.143
-64.274 9.775
-63.764 9.463
-63.509 9.509
-63.202 9.579
-62.757 9.695
-62.312 9.844
-62.024 9.964
-61.917 10.019
-62.536 10.496
-62.748 10.5
-63.188 10.495
-63.442 10.483
-63.815 10.471
-64.066 10.474
-64.332 10.466
-64.561 10.456
-64.97 10.492
-65.411 10.556
-65.181 10.306
> Karpenissi
23.941 39.378
23.815 39.243
23.454 39.284
22.828 38.815
23.306 38.688
23.503 38.573
23.807 38.389
24.148 38.129
24.506 37.887
25.043 38.256
24.786 38.874
23.941 39.378
> FIJI
179.89 -15.654
179.614 -15.678
179.332 -15.729
178.936 -15.812
178.562 -15.897
178.524 -15.984
178.491 -16.092
178.402 -16.104
178.283 -16.11
178.171 -16.115
178.086 -16.148
178.007 -16.172
177.876 -16.222
177.806 -16.227
177.721 -16.229
177.588 -16.224
177.4 -16.212
177.345 -16.302
177.414 -16.3
177.412 -16.51
177.269 -16.506
177.19 -16.504
177.13 -16.505
177.035 -16.516
176.949 -16.523
176.883 -16.544
176.79 -16.545
176.671 -16.553
176.545 -16.557
176.377 -16.569
176.184 -16.552
176.179 -16.67
176.148 -16.816
176.106 -16.965
176.065 -17.09
176.036 -17.239
175.986 -17.541
175.973 -17.804
176.336 -17.823
176.342 -18.038
176.3 -18.14
176.244 -18.242
176.215 -18.319
176.212 -18.611
176.136 -18.732
176.061 -18.895
175.975 -19.022
175.922 -19.08
175.9 -19.162
175.885 -19.327
175.839 -19.445
175.772 -19.547
175.559 -19.755
175.574 -19.977
175.59 -20.189
175.828 -20.629
176.121 -21.166
178.941 -18.841
-179.559 -17.698
-178.235 -15.929
-179.739 -15.542
179.89 -15.654
> Junggar1
84.698 46.934
83.7 46.879
81.281 47.25
78.722 49.126
78.412 47.425
83.067 44.943
83.264 45.068
86.302 46.523
88.031 47.273
86.822 47.206
86.259 46.988
84.698 46.934
> NAndes
-76.906 8.443
-77.149 8.19
-77.331 8.105
-77.534 8.012
-77.707 7.829
-78.013 7.637
-78.228 7.51
-78.646 7.337
-78.663 7.215
-78.65 7.122
-78.645 7.043
-78.599 6.942
-78.542 6.853
-78.443 6.757
-78.4 6.66
-78.336 6.564
-78.265 6.502
-78.195 6.461
-78.151 6.343
-78.129 6.239
-78.086 6.122
-78.05 6.053
-78.008 6.005
-78 5.15
-78.122 4.714
-78.268 4.286
-78.454 3.873
-78.673 3.477
-78.92 3.099
-79.195 2.74
-79.496 2.404
-79.794 2.065
-80.105 1.738
-80.384 1.386
-80.605 0.992
-80.809 0.59
-81.003 0.184
-81.199 -0.223
-81.315 -0.657
-81.416 -1.096
-81.529 -1.533
-81.583 -1.973
-81.556 -2.422
-81.59 -2.871
-81.678 -3.313
-81.855 -3.727
-81.974 -4.158
-82.012 -4.606
-82 -5.056
-81.636 -4.463
-81.129 -3.757
-80.593 -3.218
-79.647 -2.565
-79.225 -2.258
-79.023 -1.969
-78.819 -1.659
-78.745 -1.011
-78.599 -0.396
-78.051 0.152
-77.717 0.711
-77.152 1.328
-76.901 1.695
-76.653 2.055
-76.302 2.77
-76.267 3.217
-76.198 3.694
-76.067 4.3
-75.889 4.717
-75.582 4.961
-75.49 5.557
-75.596 6.062
-75.846 6.691
-76.723 8.68
-76.906 8.443
> Inca_1
-82 -5.056
-81.987 -5.507
-81.958 -5.956
-81.847 -6.392
-81.724 -6.824
-81.57 -7.248
-81.457 -7.684
-81.316 -8.112
-81.112 -8.515
-80.924 -8.925
-80.741 -9.339
-80.507 -9.724
-80.258 -10.102
-80.037 -10.497
-79.823 -10.896
-79.609 -11.296
-79.334 -11.658
-79.064 -12.022
-78.843 -12.419
-78.589 -12.797
-78.314 -13.16
-78.022 -13.512
-77.706 -13.843
-77.392 -14.177
-77.084 -14.517
-76.764 -14.846
-76.444 -15.176
-76.129 -15.51
-75.805 -15.837
-75.477 -16.162
-75.118 -16.453
-74.745 -16.729
-74.38 -17.015
-74.022 -17.311
-73.644 -17.582
-73.265 -17.854
-72.892 -18.133
-69.589 -15.82
-70.029 -15.261
-70.649 -14.994
-71.342 -14.162
-71.668 -13.658
-72.249 -13.485
-73.088 -13.278
-73.927 -12.802
-74.378 -12.31
-75.436 -11.587
-76.324 -11.187
-76.615 -10.663
-77.021 -9.69
-77.632 -7.988
-77.96 -6.98
-78.212 -6.39
-78.623 -6.007
-79.071 -4.905
-79.647 -2.565
-80.593 -3.218
-81.129 -3.757
-81.636 -4.463
-82 -5.056
> Inca_2
-78.051 0.152
-78.599 -0.396
-78.745 -1.011
-78.819 -1.659
-79.023 -1.969
-79.225 -2.258
-79.647 -2.565
-79.071 -4.905
-78.623 -6.007
-78.212 -6.39
-77.96 -6.98
-77.632 -7.988
-77.021 -9.69
-76.615 -10.663
-76.324 -11.187
-75.436 -11.587
-74.378 -12.31
-73.927 -12.802
-73.088 -13.278
-72.249 -13.485
-71.668 -13.658
-71.342 -14.162
-70.649 -14.994
-70.029 -15.261
-69.589 -15.82
-67.423 -14.527
-67.996 -13.903
-68.582 -13.584
-68.94 -13.566
-69.854 -13.047
-70.329 -12.897
-71.194 -12.703
-71.341 -12.322
-71.761 -12.013
-72.207 -11.782
-72.753 -11.714
-73.511 -11.358
-74.163 -11.142
-74.787 -10.931
-75.019 -10.404
-75.318 -10.216
-75.518 -9.622
-75.626 -8.852
-75.789 -8.102
-75.752 -7.47
-75.626 -6.656
-76.094 -6.004
-76.727 -5.425
-77.301 -5.115
-77.627 -4.705
-77.903 -4.375
-77.785 -3.581
-77.928 -2.342
-78.005 -1.474
-77.883 -0.83
-77.432 -0.504
-77.12 0.731
-76.566 1.1
-75.684 1.535
-74.943 2.065
-74.45 2.594
-74.345 3.294
-74.806 3.018
-75.384 2.524
-75.944 1.804
-76.447 1.446
-77.005 1.173
-77.717 0.711
-78.051 0.152
> NorthAndes_South
-76.267 3.217
-76.302 2.77
-76.653 2.055
-76.901 1.695
-77.152 1.328
-77.717 0.711
-77.005 1.173
-76.447 1.446
-75.944 1.804
-75.384 2.524
-74.806 3.018
-74.345 3.294
-74.101 3.42
-73.927 3.56
-73.815 3.819
-73.78 3.979
-73.618 4.26
-72.938 4.834
-72.454 5.436
-72.024 5.743
-71.885 5.836
-72.258 6.293
-72.452 6.547
-72.71 6.918
-72.923 7.323
-73.13 7.726
-73.332 8.156
-73.681 9.141
-73.829 9.628
-73.954 10.056
-74.095 10.509
-74.564 7.841
-74.577 6.93
-74.675 6.413
-75.153 4.744
-75.23 4.136
-76.198 3.694
-76.267 3.217
> North_Sulawesi
122.446 1.126
121.872 1.547
121.351 1.955
120.678 1.936
119.872 1.836
119.629 1.816
119.581 1.611
119.504 1.358
119.465 1.102
119.447 0.982
119.596 0.243
119.782 -0.495
120.024 -1.226
120.154 -1.774
120.437 -1.393
120.955 -0.644
121.019 -0.593
121.774 -0.408
122.796 -0.157
123.477 -0.001
122.861 0.696
122.446 1.126
> GONA
-74.533 19.982
-75.048 19.791
-76.369 19.762
-77.252 19.649
-78.018 19.461
-79.263 19.379
-80.515 19.203
-81.667 18.904
-81.649 17.849
-80.53 17.973
-78.248 18.093
-77.958 17.789
-77.08 17.795
-75.96 17.925
-75.644 18.042
-75.317 18.081
-74.753 18.272
-74.207 18.303
-73.088 18.334
-72.772 18.397
-72.083 18.488
